esg_id,date_id,region_id,asset_id,energy_consumption_kwh,co2_emissions_kg,water_consumption_m3,waste_kg,renewable_energy_share
1511,20241020,4,136,1433.87,447.31,4.86,17.73,32.01
1512,20251007,3,240,758.61,224.88,4.09,5.02,35.89
1513,20250729,3,148,1304.88,384.05,7.19,5.24,36.42
1514,20250408,2,112,99.4,29.62,0.32,0.49,35.51
1515,20240413,3,94,619.31,200.46,2.53,6.83,29.08
1516,20250509,3,146,78.78,23.91,0.51,0.78,34.14
1517,20250326,4,1,1251.52,396.43,6.34,9.01,30.81
1518,20250607,4,215,618.32,189.11,3.79,2.76,33.54
1519,20250226,3,102,131.46,39.81,0.47,1.31,34.29
1520,20241220,4,116,848.89,264.89,2.65,9.77,31.99
1521,20241106,1,18,1216.27,400.1,5.86,8.36,27.76
1522,20241224,5,188,142.69,45.68,0.4,1.75,29.96
1523,20240327,1,229,1575.15,549.98,6.66,14.21,22.71
1524,20240116,4,203,1215.09,400.2,3.84,13.77,27.66
1525,20250221,3,167,907.13,294.31,2.45,11.66,28.89
1526,20241223,1,145,222.31,72.81,1.27,1.06,28.12
1527,20241205,1,210,738.84,243.43,3.45,3.26,27.63
1528,20251231,4,101,334.15,100.62,1.33,1.73,34.72
1529,20240115,5,137,1024.59,354.88,5.47,5.71,23.41
1530,20250514,2,238,92.61,26.12,0.48,0.68,39.48
1531,20250508,3,105,1257.29,392.58,5.76,11.49,31.94
1532,20251012,2,197,1219.09,336.37,5.3,14.76,41.02
1533,20240702,5,230,1520.58,503.01,5.67,9.12,27.3
1534,20241105,1,181,1972.47,644.76,6.86,18.18,28.28
1535,20250626,3,105,1421.22,441.6,8.9,5.93,32.32
1536,20251221,2,115,1597.92,438.92,9.01,8.0,41.33
1537,20241102,5,130,373.74,123.12,1.46,4.3,27.64
1538,20250427,5,53,962.23,300.45,5.59,10.97,31.94
1539,20250926,4,170,678.34,198.73,3.37,7.03,36.76
1540,20250920,4,161,361.96,109.33,1.74,3.8,34.49
1541,20250628,5,53,810.61,257.61,2.5,7.69,30.55
1542,20250717,3,134,645.57,193.54,3.02,7.62,35.05
1543,20240215,5,66,138.15,46.18,0.7,1.63,26.44
1544,20250108,4,70,872.05,273.65,5.28,9.45,31.55
1545,20240101,3,236,511.93,169.74,3.24,3.15,27.11
1546,20240923,1,79,1813.29,602.37,9.65,24.57,26.95
1547,20240916,1,245,1567.19,539.36,9.27,11.07,23.96
1548,20250506,4,70,739.16,232.04,2.38,8.79,31.52
1549,20251126,5,149,1738.01,553.38,4.42,18.57,30.4
1550,20240120,3,148,1392.04,461.32,3.7,17.8,27.15
1551,20250730,4,232,915.54,285.76,3.14,8.88,31.97
1552,20250812,1,154,1416.57,438.68,4.59,17.16,32.58
1553,20250323,2,12,733.81,213.19,4.22,7.44,37.37
1554,20240717,1,77,103.46,35.32,0.33,1.28,24.65
1555,20240308,4,128,1410.97,458.4,9.13,13.86,28.78
1556,20251201,1,106,1540.03,480.55,7.04,18.7,31.99
1557,20241106,3,226,406.79,125.28,1.75,2.6,33.01
1558,20240327,1,186,1911.41,665.86,6.88,24.29,22.91
1559,20250305,3,167,829.48,249.94,2.66,5.49,34.67
1560,20250616,3,14,1153.94,357.03,5.35,15.23,32.65
1561,20241206,1,106,2041.93,662.97,11.93,9.88,28.83
1562,20240912,3,17,107.52,33.9,0.3,1.15,31.18
1563,20240409,4,144,1325.38,422.21,7.45,8.59,30.36
1564,20250712,3,216,1200.67,367.89,5.93,5.41,33.4
1565,20251006,2,217,97.8,27.33,0.42,0.77,40.15
1566,20241119,1,237,1769.75,553.08,9.79,17.32,31.87
1567,20240824,5,76,555.54,181.24,1.54,2.43,28.44
1568,20241104,2,228,1173.26,337.85,5.58,7.07,38.01
1569,20250418,1,151,431.67,139.22,1.52,1.81,29.37
1570,20240815,3,206,83.25,27.09,0.26,0.38,28.66
1571,20250317,4,173,990.7,318.05,2.65,6.67,29.74
1572,20240414,4,243,614.39,197.07,3.76,8.0,29.81
1573,20250530,4,178,351.67,109.44,1.68,4.68,32.2
1574,20250522,4,139,102.2,30.98,0.44,1.01,34.21
1575,20250923,2,110,1150.47,321.3,6.07,12.43,40.18
1576,20241027,2,87,1261.45,384.09,4.6,13.92,33.88
1577,20250918,4,46,777.08,226.47,3.29,6.85,37.14
1578,20240103,4,150,117.72,39.52,0.66,0.77,26.08
1579,20251014,2,115,1134.67,323.93,4.77,9.2,38.63
1580,20240203,1,41,2305.09,766.03,13.02,23.03,26.92
1581,20240111,3,17,122.7,39.9,0.73,1.32,28.71
1582,20250323,3,134,787.92,241.61,3.44,5.98,33.34
1583,20250527,2,198,89.29,24.45,0.56,0.46,41.55
1584,20240408,4,215,699.93,230.19,2.25,6.32,27.78
1585,20251224,1,164,2559.32,792.98,13.07,20.39,32.54
1586,20240223,5,184,148.11,51.81,0.38,1.25,22.54
1587,20250202,5,249,2079.21,658.61,7.49,27.69,30.81
1588,20240428,2,115,1333.67,386.87,5.67,9.01,37.48
1589,20240702,2,8,618.72,191.65,3.78,4.3,32.56
1590,20250717,4,80,988.51,298.37,5.69,10.17,34.54
1591,20250404,2,12,755.17,218.03,1.97,3.32,37.82
1592,20240429,1,64,1332.15,446.91,4.59,7.02,26.13
1593,20251229,2,82,108.07,29.83,0.67,1.06,40.99
1594,20241208,1,164,1909.65,632.71,8.81,13.52,27.17
1595,20240506,3,240,715.8,226.74,2.61,6.48,30.81
1596,20251023,3,167,939.11,275.27,3.63,5.21,36.72
1597,20240103,1,218,1084.68,370.57,6.03,4.36,24.59
1598,20240815,3,23,1321.25,420.26,4.29,17.1,30.48
1599,20240910,3,146,90.09,28.07,0.53,0.68,32.11
1600,20240323,3,38,2006.91,658.43,10.05,24.67,27.98
1601,20240426,3,10,656.16,213.91,1.84,8.34,28.5
1602,20240703,1,223,2003.04,686.16,7.34,16.58,24.36
1603,20240214,2,110,1441.13,443.64,6.44,17.74,33.04
1604,20250603,4,70,714.75,224.15,2.79,7.2,31.6
1605,20240220,5,130,508.16,174.54,2.23,4.33,24.13
1606,20251231,5,33,1979.37,632.84,6.2,22.54,30.07
1607,20240210,3,13,1113.07,360.28,3.74,8.63,29.08
1608,20240612,1,199,135.86,45.68,0.62,1.39,25.94
1609,20240505,1,37,1649.07,543.93,4.56,6.65,27.54
1610,20250303,1,106,1759.85,571.32,8.02,24.2,28.84
1611,20240328,1,157,1751.41,596.67,9.35,15.05,24.83
1612,20240713,2,183,496.31,151.65,3.02,3.33,33.61
1613,20251207,3,138,1446.03,411.42,7.45,7.16,38.87
1614,20250731,2,238,81.06,23.46,0.45,0.81,37.65
1615,20250109,1,220,1906.64,633.16,6.66,19.61,26.98
1616,20251113,4,139,109.49,33.84,0.49,1.51,32.73
1617,20250528,4,203,789.64,237.24,2.53,7.56,34.89
1618,20250614,4,120,1069.89,343.65,5.8,4.94,29.7
1619,20251213,2,140,123.87,33.86,0.35,1.72,41.66
1620,20250114,1,6,2080.36,686.77,9.52,14.68,27.47
1621,20250102,4,144,2039.88,619.06,6.49,24.13,34.13
1622,20240517,4,141,357.53,117.01,1.78,4.06,28.18
1623,20241014,4,46,1084.19,350.93,3.93,12.52,29.08
1624,20250703,1,63,422.83,136.44,1.48,5.82,29.33
1625,20250928,5,249,1938.47,609.22,5.02,13.31,31.43
1626,20251130,5,249,2199.34,666.84,8.32,23.88,34.2
1627,20241023,2,84,342.37,102.93,1.97,4.5,34.84
1628,20250615,3,50,361.81,108.49,1.67,3.74,35.04
1629,20250817,4,30,1151.73,362.56,5.7,6.52,31.3
1630,20250921,3,240,684.23,207.05,3.4,5.62,34.35
1631,20240503,1,154,1740.02,579.57,6.17,12.92,26.73
1632,20250714,1,186,1833.0,582.6,7.11,15.59,30.54
1633,20240723,4,173,726.2,230.64,3.85,6.56,30.6
1634,20250607,1,132,527.54,167.0,1.73,2.46,30.86
1635,20250205,3,236,535.92,166.63,2.09,3.24,32.27
1636,20240223,5,7,158.33,54.48,0.54,2.1,23.98
1637,20250824,2,112,74.43,20.83,0.37,1.02,40.03
1638,20240708,3,94,571.01,180.9,3.34,7.25,30.8
1639,20251205,1,5,1546.15,499.16,5.67,21.28,29.29
1640,20240226,1,196,1561.32,508.99,8.62,8.87,28.5
1641,20240216,5,230,2166.74,701.16,8.31,28.51,29.1
1642,20250215,4,144,2005.83,631.19,5.41,25.23,31.33
1643,20250814,2,12,466.49,130.39,1.23,4.11,40.12
1644,20250301,1,89,2664.79,872.45,9.11,18.17,28.15
1645,20240814,4,203,801.77,266.22,4.11,4.0,26.99
1646,20251222,1,166,2487.56,771.04,6.58,21.14,32.51
1647,20240506,3,148,1268.23,411.11,4.15,8.77,28.96
1648,20250812,1,160,121.08,37.81,0.36,0.61,31.93
1649,20240531,1,227,1765.07,597.16,8.01,19.53,25.42
1650,20250617,4,136,1259.1,401.4,3.55,14.56,30.3
1651,20250114,4,176,137.13,43.34,0.37,1.05,30.99
1652,20240310,1,177,155.74,52.31,0.55,2.12,26.03
1653,20250712,1,132,400.41,129.38,1.53,5.15,29.22
1654,20250318,1,153,1807.41,595.87,5.23,18.91,27.58
1655,20240603,1,43,1438.7,479.2,4.08,9.99,26.73
1656,20240122,1,229,2074.64,700.15,12.67,13.67,25.63
1657,20251015,2,115,1218.45,343.36,6.84,12.21,39.55
1658,20251213,5,59,1535.96,465.03,5.28,19.9,34.31
1659,20240814,5,130,329.7,107.21,1.93,4.04,28.71
1660,20250608,1,47,1641.68,511.81,7.49,8.58,32.06
1661,20240526,5,149,1388.59,471.45,8.21,7.19,25.12
1662,20251007,3,105,1631.5,470.92,4.96,21.01,37.84
1663,20240311,1,245,1509.03,522.91,5.5,18.45,23.37
1664,20250301,3,216,1547.12,475.09,4.08,19.6,33.23
1665,20250902,4,243,632.26,191.25,3.5,4.57,34.38
1666,20250713,4,139,79.01,23.23,0.3,0.44,36.51
1667,20240303,5,149,1536.13,516.26,4.16,9.44,25.98
1668,20250701,5,230,1525.22,457.57,6.69,19.57,35.0
1669,20251114,5,189,2201.95,675.29,8.09,23.1,33.33
1670,20240614,1,61,1792.6,611.28,8.55,13.53,24.75
1671,20250317,1,5,1575.21,534.94,8.34,7.65,25.1
1672,20241223,5,230,1669.46,542.71,5.0,22.03,28.73
1673,20251109,5,44,112.4,35.39,0.65,0.72,31.29
1674,20240604,1,47,1591.63,530.2,6.03,10.0,26.72
1675,20240709,5,53,921.43,308.94,2.68,6.26,26.18
1676,20241015,1,27,2279.8,744.4,5.79,20.4,28.37
1677,20241019,1,16,1694.28,577.82,6.74,13.48,24.74
1678,20251115,5,85,992.33,309.17,4.64,11.9,32.11
1679,20240225,3,167,905.13,288.45,5.71,8.29,30.33
1680,20250513,1,61,2056.27,669.11,8.74,18.63,28.65
1681,20240426,3,49,1143.52,369.45,6.15,9.37,29.23
1682,20250221,1,160,197.57,66.01,0.98,1.66,26.47
1683,20250115,5,73,156.9,49.4,0.41,0.66,31.29
1684,20241115,1,157,1761.32,579.62,9.15,18.19,27.73
1685,20251215,5,180,2311.18,742.72,11.18,29.58,29.66
1686,20251106,1,248,2607.74,832.39,15.72,11.16,30.2
1687,20250614,1,4,1473.26,476.39,9.0,19.02,29.16
1688,20240604,5,29,1307.63,446.53,5.09,13.22,24.63
1689,20250808,1,71,1647.83,521.11,4.42,16.67,30.94
1690,20240727,3,94,501.46,156.9,2.7,4.41,31.78
1691,20250521,1,27,2073.58,666.28,12.69,21.32,29.67
1692,20250429,3,104,122.5,37.83,0.74,1.43,32.8
1693,20241031,4,152,404.02,127.48,2.13,5.12,31.12
1694,20250220,1,54,2301.69,726.05,12.7,23.47,31.14
1695,20240329,1,77,143.62,48.16,0.7,1.61,26.17
1696,20240217,4,221,1011.88,338.09,3.34,4.2,26.47
1697,20240730,5,174,98.87,32.6,0.59,1.38,27.56
1698,20250214,4,109,1944.55,615.72,12.34,27.21,30.84
1699,20250929,2,84,323.54,88.15,1.07,1.65,41.89
1700,20241128,3,23,1635.32,507.67,6.1,15.92,32.39
1701,20250914,1,122,1146.96,361.11,4.48,11.27,31.29
1702,20250211,2,95,1281.65,366.96,3.92,17.71,38.42
1703,20251006,4,120,1156.95,356.99,5.04,9.07,32.86
1704,20251027,1,77,163.06,51.33,0.98,1.78,31.3
1705,20250927,1,151,519.62,166.28,3.2,4.66,30.0
1706,20240927,5,174,85.44,28.51,0.44,0.44,26.57
1707,20251109,2,35,1255.44,352.93,6.35,7.08,39.72
1708,20241031,2,241,87.52,26.36,0.39,1.22,34.7
1709,20240624,1,18,766.27,257.31,3.77,3.92,26.05
1710,20241028,2,114,791.17,232.16,3.63,7.94,36.64
1711,20240112,2,82,103.99,32.46,0.3,0.55,31.97
1712,20240605,3,99,1070.34,341.31,6.91,5.11,30.28
1713,20240318,2,42,94.56,29.97,0.55,0.63,30.77
1714,20240307,5,29,2193.94,744.89,11.92,26.36,25.12
1715,20241101,4,30,1355.59,420.07,6.32,13.88,32.53
1716,20250911,4,116,685.03,203.37,3.11,7.89,35.78
1717,20240208,1,119,649.79,220.15,2.56,6.6,25.3
1718,20241219,1,248,2772.3,932.49,13.0,36.16,25.91
1719,20240731,5,187,331.57,110.12,0.83,2.26,26.97
1720,20240622,3,226,285.9,91.53,0.79,1.57,29.96
1721,20240213,2,140,116.49,36.82,0.69,0.92,30.97
1722,20240211,3,148,1376.39,468.14,7.78,12.91,24.97
1723,20240718,1,20,1514.58,497.63,7.66,16.56,27.86
1724,20240501,2,97,917.93,265.25,5.0,5.0,37.76
1725,20250413,5,230,1919.19,618.98,6.65,24.08,29.37
1726,20250104,1,169,2762.3,899.52,16.34,35.87,28.59
1727,20251024,5,7,147.01,45.55,0.86,1.33,32.54
1728,20250517,1,157,1960.3,649.49,5.11,15.12,27.17
1729,20240908,1,61,2141.11,734.4,11.95,13.35,24.25
1730,20240922,5,33,1307.26,425.64,7.22,5.48,28.6
1731,20250306,1,182,2404.2,799.44,13.95,33.1,26.87
1732,20240306,4,70,938.88,310.99,5.28,11.12,27.19
1733,20240516,3,134,735.06,235.54,2.12,9.9,29.89
1734,20251028,2,83,1117.14,312.8,3.96,12.97,40.0
1735,20250522,1,171,146.4,46.16,0.47,1.5,31.17
1736,20251107,4,203,1141.18,348.38,4.17,10.67,33.68
1737,20250526,3,235,757.21,233.13,1.97,9.78,33.03
1738,20250715,1,229,1455.13,464.36,9.06,20.11,30.22
1739,20241101,4,176,95.71,30.81,0.47,0.42,29.52
1740,20240831,1,218,1025.83,339.8,5.94,10.68,27.19
1741,20241129,1,61,2232.05,760.86,6.23,13.81,24.78
1742,20250224,5,234,2106.47,689.91,12.06,10.86,28.12
1743,20250324,3,225,1456.78,447.93,3.79,20.22,33.13
1744,20241112,1,39,1902.37,620.25,10.61,11.58,28.49
1745,20240419,2,24,594.72,176.32,3.02,4.77,35.88
1746,20240804,2,95,905.86,270.42,4.32,11.9,35.37
1747,20241016,5,29,1904.37,628.06,8.55,13.24,27.55
1748,20250919,3,50,407.52,123.59,2.24,3.19,34.18
1749,20241019,2,90,85.2,25.04,0.5,0.48,36.52
1750,20250417,1,41,2335.89,739.92,10.09,21.34,30.81
1751,20240626,2,67,90.08,26.11,0.23,0.41,37.53
1752,20240724,1,125,1388.11,479.95,5.06,12.58,23.56
1753,20241225,1,88,216.06,72.44,1.32,2.35,26.18
1754,20240411,4,1,1182.1,410.57,7.04,14.52,23.17
1755,20240310,4,173,989.23,316.24,5.43,12.09,30.08
1756,20240513,1,77,115.97,39.01,0.54,1.48,25.91
1757,20240905,5,76,611.23,195.08,1.86,2.9,30.21
1758,20250519,1,185,134.93,42.24,0.56,1.72,31.73
1759,20241010,1,4,1863.56,614.68,8.26,20.37,27.54
1760,20240905,3,134,703.46,226.85,2.75,3.63,29.38
1761,20250829,2,55,468.37,132.17,1.78,4.82,39.45
1762,20251002,3,10,635.66,188.94,1.71,2.96,35.69
1763,20250513,3,17,106.39,31.77,0.57,0.63,35.34
1764,20240608,5,249,1590.42,546.91,10.12,10.74,24.03
1765,20241122,1,122,1852.63,621.3,8.41,11.86,26.16
1766,20251227,2,87,1333.77,358.78,6.97,18.16,42.75
1767,20250108,3,226,521.63,166.3,1.37,3.7,30.3
1768,20250916,4,239,393.26,119.99,1.36,4.4,33.72
1769,20241230,3,190,829.72,257.68,2.13,8.1,32.36
1770,20250902,4,209,333.14,101.77,1.31,3.5,33.63
1771,20251220,3,102,146.04,44.9,0.71,1.6,33.13
1772,20241201,1,223,2056.45,689.57,12.13,17.58,26.17
1773,20240805,1,199,134.61,43.64,0.87,1.29,28.96
1774,20250714,2,90,93.39,24.5,0.25,0.67,44.42
1775,20240719,5,175,123.52,40.75,0.62,1.6,27.52
1776,20250211,3,167,850.95,256.03,3.17,5.91,34.78
1777,20240109,4,152,502.91,170.14,1.36,3.05,25.42
1778,20240504,5,34,718.06,238.57,3.46,4.44,26.94
1779,20250321,3,148,1386.72,432.71,5.99,9.61,31.99
1780,20241007,2,242,600.96,168.39,1.75,3.43,39.95
1781,20251102,2,74,290.42,77.76,1.82,2.9,43.06
1782,20250705,5,189,1593.47,509.02,10.28,18.0,30.14
1783,20250808,5,7,134.51,42.74,0.63,0.56,30.57
1784,20250628,4,152,376.34,112.71,1.53,3.93,35.13
1785,20251106,1,39,2450.92,759.59,7.4,20.58,32.52
1786,20240114,2,8,881.41,260.26,3.84,3.6,36.18
1787,20241017,1,192,991.2,327.93,4.55,7.9,27.29
1788,20240509,1,192,764.21,256.81,3.71,6.3,25.99
1789,20240123,2,92,370.48,115.29,1.51,2.5,32.2
1790,20240918,2,198,89.53,25.78,0.43,1.2,38.01
1791,20240404,4,156,1553.72,506.7,4.22,17.61,28.47
1792,20251122,2,114,846.68,232.06,2.38,8.78,41.48
1793,20240415,2,241,103.48,31.54,0.42,1.15,33.81
1794,20240330,4,109,1819.81,636.42,6.56,22.9,22.57
1795,20250121,3,127,788.62,246.3,2.69,9.45,31.92
1796,20240705,1,75,1892.48,632.62,10.55,7.69,26.43
1797,20250207,3,233,544.86,169.5,3.42,4.0,32.23
1798,20241001,5,81,1855.48,619.51,5.24,24.0,26.53
1799,20250707,1,135,127.26,39.74,0.35,1.53,31.93
1800,20250421,4,30,1350.68,395.64,5.93,14.86,36.77
1801,20250925,3,134,914.23,260.85,3.42,10.74,38.67
1802,20241020,1,164,1607.53,526.95,6.85,16.73,28.05
1803,20240308,2,198,97.6,28.59,0.28,0.6,36.78
1804,20250304,1,113,2215.73,716.12,5.72,10.98,29.2
1805,20250220,3,236,559.2,171.45,1.99,3.5,33.35
1806,20240824,5,44,113.02,36.27,0.44,0.99,29.76
1807,20241118,1,177,169.86,55.77,0.43,0.92,27.92
1808,20241217,1,154,2286.37,731.0,7.53,12.57,30.07
1809,20250921,1,151,434.36,139.24,1.78,3.75,29.86
1810,20250803,1,237,1256.78,383.92,5.86,12.61,33.63
1811,20240905,3,202,114.08,36.93,0.56,1.56,29.08
1812,20250813,1,79,1694.64,516.26,7.26,8.28,33.84
1813,20250829,4,109,1113.49,345.76,4.39,8.92,32.37
1814,20240113,4,221,795.96,263.46,3.26,6.88,27.25
1815,20250826,2,217,69.47,18.78,0.34,0.61,42.42
1816,20250419,2,114,798.55,225.13,2.39,6.1,39.52
1817,20240818,1,229,1117.62,380.53,7.08,11.09,24.88
1818,20251201,4,205,151.75,46.95,0.98,1.03,32.66
1819,20240809,1,227,1458.59,495.1,5.26,6.05,25.14
1820,20240713,1,75,1809.37,605.56,9.86,16.75,26.33
1821,20250526,3,104,100.47,30.02,0.55,1.01,35.29
1822,20250926,4,173,826.14,250.52,3.81,11.11,34.19
1823,20240218,3,38,2006.77,649.15,12.0,10.96,29.13
1824,20240109,1,145,211.13,70.59,1.37,2.72,26.41
1825,20241103,1,246,512.74,170.25,2.5,4.0,26.99
1826,20250720,4,173,567.06,172.86,1.67,3.62,33.79
1827,20250421,1,20,2065.27,677.16,7.14,20.31,28.03
1828,20240621,2,195,1082.49,332.15,3.71,8.54,33.29
1829,20250917,4,170,729.18,224.56,4.13,9.3,33.01
1830,20240430,5,66,122.06,41.74,0.61,1.4,24.51
1831,20241118,3,10,966.43,291.05,3.15,13.37,34.71
1832,20250724,5,91,1377.69,417.33,5.09,15.29,34.27
1833,20250227,1,186,2807.54,943.0,15.69,12.31,26.03
1834,20251231,1,160,157.8,47.84,1.01,1.98,34.2
1835,20240415,1,93,1647.83,573.58,4.45,17.64,22.98
1836,20250913,1,157,1710.42,540.01,7.58,14.04,31.07
1837,20240211,5,149,1492.97,499.61,5.84,9.63,26.34
1838,20250203,1,88,199.63,66.87,0.58,2.75,26.26
1839,20240529,1,169,2239.46,777.54,11.91,26.85,23.2
1840,20250203,2,57,927.19,267.25,3.25,5.96,37.94
1841,20250506,2,143,680.35,191.97,3.95,9.51,39.46
1842,20250401,4,156,1213.41,386.45,5.92,10.3,30.38
1843,20241224,1,6,2400.08,778.59,10.45,12.48,28.9
1844,20240320,3,219,133.09,41.56,0.73,1.76,31.93
1845,20240815,1,153,1386.21,454.46,5.66,15.83,28.04
1846,20241015,4,170,710.71,222.25,4.01,6.7,31.82
1847,20240113,1,58,2037.61,681.87,8.49,23.94,26.34
1848,20250526,3,225,1043.57,323.59,4.28,9.22,32.48
1849,20250110,1,75,2300.22,783.09,9.35,12.12,24.89
1850,20251002,3,102,120.06,37.44,0.63,0.62,32.04
1851,20240402,4,109,1702.16,561.44,10.04,21.03,27.54
1852,20250708,5,230,1416.24,455.12,4.43,18.92,29.66
1853,20250418,1,16,1803.55,571.65,7.99,10.88,30.76
1854,20240920,5,180,1557.72,508.81,8.52,6.5,28.34
1855,20250507,2,107,278.64,81.3,1.27,3.44,37.06
1856,20250313,3,216,1373.81,419.18,8.82,16.08,33.72
1857,20241213,3,21,727.97,233.36,3.35,7.48,29.86
1858,20240410,5,44,146.11,47.37,0.66,1.8,28.94
1859,20240710,3,165,962.95,309.92,4.95,9.91,29.54
1860,20240908,1,210,506.37,168.6,2.84,3.17,26.76
1861,20241106,5,230,1938.95,666.38,5.99,21.77,24.08
1862,20240528,2,19,1077.89,319.79,6.23,14.04,35.83
1863,20250726,2,92,321.37,88.54,0.96,2.75,41.12
1864,20251119,1,201,1308.36,400.72,8.01,13.24,33.43
1865,20240708,3,10,654.61,209.06,2.95,7.78,30.16
1866,20241206,3,13,1477.55,460.64,9.06,9.25,32.06
1867,20251016,1,86,2267.34,711.67,5.93,28.89,31.53
1868,20250714,3,40,1117.96,334.72,7.25,14.57,35.15
1869,20240803,1,224,1634.75,546.6,8.2,8.83,26.41
1870,20240121,4,139,146.46,48.43,0.49,1.19,27.34
1871,20240716,5,76,676.91,228.47,3.66,3.53,25.62
1872,20240208,3,78,1725.4,567.1,10.81,20.24,27.83
1873,20251019,2,95,1380.94,384.45,5.85,14.53,40.4
1874,20250811,1,231,1788.49,568.95,11.09,18.51,30.47
1875,20241019,5,51,793.33,250.12,4.14,5.06,31.18
1876,20240223,3,14,1520.01,515.83,7.17,11.31,25.16
1877,20241013,5,222,563.25,186.41,3.19,7.7,27.26
1878,20241010,1,142,461.64,153.62,1.9,5.21,26.81
1879,20241130,2,172,1313.83,381.43,4.57,17.01,37.42
1880,20240616,5,234,1512.29,502.99,8.03,9.4,26.85
1881,20251010,3,127,902.46,269.94,5.87,10.79,35.22
1882,20251203,1,89,2309.42,736.7,14.68,29.36,30.25
1883,20250405,4,62,1303.38,413.95,8.02,16.55,30.6
1884,20241204,4,214,1090.01,334.37,4.6,12.19,33.31
1885,20240920,1,32,139.39,45.9,0.38,1.52,27.67
1886,20240114,1,154,1943.23,642.28,9.86,8.38,27.37
1887,20250921,2,26,384.89,104.71,1.46,2.1,41.99
1888,20240201,5,149,1698.21,552.12,7.03,16.75,28.72
1889,20250513,2,83,818.34,228.22,2.34,4.82,40.28
1890,20240127,1,41,2556.94,890.74,16.6,35.01,22.91
1891,20251206,1,43,1700.72,534.98,9.18,7.76,31.36
1892,20250925,1,41,1681.82,529.64,8.63,16.07,31.27
1893,20240803,1,113,1342.81,439.9,7.08,7.65,28.1
1894,20241218,5,137,997.4,328.02,2.66,10.59,27.78
1895,20240319,3,127,932.74,306.42,2.92,6.41,27.87
1896,20240214,1,218,1303.27,443.79,8.03,12.82,24.87
1897,20250407,2,31,785.1,230.69,5.05,6.87,36.54
1898,20241230,4,239,387.95,128.27,1.73,2.4,27.34
1899,20250627,2,228,1155.11,325.69,5.89,5.45,39.51
1900,20250718,2,107,247.42,67.66,1.36,3.19,41.63
1901,20250620,2,114,528.54,152.52,2.45,4.37,37.86
1902,20250316,1,75,1974.57,633.05,11.53,25.97,29.85
1903,20251010,3,123,814.87,244.53,2.68,5.98,34.98
1904,20250310,2,195,1313.08,377.22,8.38,16.12,38.18
1905,20250305,2,217,88.09,24.72,0.28,1.0,39.85
1906,20251018,3,202,109.63,33.86,0.43,0.61,32.78
1907,20240114,1,119,503.62,169.74,2.07,6.6,25.74
1908,20251219,3,28,879.86,261.56,4.78,9.35,35.68
1909,20240914,5,189,1513.44,504.4,5.49,12.06,26.68
1910,20250110,2,57,801.42,229.27,4.26,5.2,38.48
1911,20250703,4,232,926.99,279.28,4.17,6.64,34.68
1912,20251212,1,142,616.52,197.88,3.09,7.89,29.76
1913,20240325,4,209,443.72,143.02,2.36,4.63,29.42
1914,20250818,3,138,1026.6,294.84,3.04,10.35,38.2
1915,20250323,2,56,313.26,92.25,1.14,3.02,36.38
1916,20250612,1,119,363.2,118.74,2.31,2.05,28.27
1917,20250318,3,50,454.83,144.75,1.45,3.04,30.44
1918,20240102,1,201,1089.48,364.63,2.89,13.41,26.33
1919,20250906,3,17,107.71,32.3,0.68,1.07,35.02
1920,20240304,4,161,337.58,110.31,1.64,3.01,28.31
1921,20240707,3,36,98.84,30.76,0.3,0.6,32.21
1922,20240501,2,241,92.16,28.11,0.24,0.37,33.75
1923,20250413,5,155,118.72,38.55,0.62,0.61,28.82
1924,20250809,5,29,1697.24,548.68,5.62,18.19,29.18
1925,20250315,4,158,1502.75,458.4,5.36,17.75,33.74
1926,20250906,1,246,412.79,134.04,1.77,1.68,28.82
1927,20240919,4,178,369.79,117.56,2.03,3.25,30.52
1928,20250327,3,123,883.83,272.68,2.52,10.96,32.87
1929,20250123,3,78,1501.17,456.84,5.92,20.18,33.92
1930,20250211,3,60,707.3,231.97,2.43,6.36,28.01
1931,20241221,1,122,1742.24,577.66,9.32,24.1,27.11
1932,20251231,3,104,128.27,37.47,0.65,0.82,36.97
1933,20250310,4,203,1249.93,390.48,3.93,12.82,31.9
1934,20241208,3,17,109.85,34.28,0.59,0.82,31.98
1935,20250322,5,249,2301.03,735.69,10.5,26.18,30.07
1936,20240213,2,204,1712.6,522.69,6.63,17.41,33.7
1937,20240529,4,124,84.02,27.19,0.36,0.49,29.1
1938,20251213,1,169,2495.24,760.05,12.45,16.15,33.85
1939,20240503,1,47,1616.66,554.0,10.41,15.12,24.33
1940,20240919,5,51,799.42,260.42,4.68,4.75,28.56
1941,20240409,1,65,2239.0,755.26,11.02,19.35,25.67
1942,20241202,3,40,2081.39,653.64,5.96,19.5,31.49
1943,20250630,1,153,1652.76,552.22,6.84,7.47,26.47
1944,20241117,2,195,1152.13,350.66,5.67,4.82,33.91
1945,20250428,3,36,100.9,29.59,0.61,1.31,36.69
1946,20240701,3,225,1064.7,336.87,5.17,13.27,30.9
1947,20240326,1,227,2035.19,698.97,10.3,18.4,24.14
1948,20250121,2,56,446.93,132.52,2.82,2.68,35.87
1949,20240723,1,199,147.94,47.54,0.9,0.59,29.67
1950,20240520,5,76,636.12,213.33,2.36,4.06,26.16
1951,20240409,2,83,1131.15,340.84,6.35,6.5,34.67
1952,20250520,4,170,631.78,194.74,3.5,5.15,32.94
